   3.1857632e+02   1.0000000e+04   1.0000000e-03   0.0000000e+00   1.0000000e-03   9.9900000e-01   1.8976883e+05   6.5041073e+02   1.8975875e+05   1.0075577e-03
   3.1887043e+02   1.0000000e+04   1.0000000e-03   1.1116014e-01   3.0566697e-04   6.5519078e-03   4.5643744e+05   1.4869430e+03   4.4011895e+05   1.6318495e+00
   3.1892371e+02   1.0000000e+04   1.0000000e-03   2.2185640e-01   1.8044443e-04   3.8745258e-03   7.2128370e+05   2.3174378e+03   6.8872458e+05   3.2559115e+00
   3.1894606e+02   1.0000000e+04   1.0000000e-03   3.3263309e-01   1.2796032e-04   2.7495867e-03   9.8623057e+05   3.1481584e+03   9.3741901e+05   4.8811563e+00
   3.1895835e+02   1.0000000e+04   1.0000000e-03   4.4337934e-01   9.9130697e-05   2.1309559e-03   1.2510748e+06   3.9785140e+03   1.1860152e+06   6.5059554e+00
   3.1896623e+02   1.0000000e+04   1.0000000e-03   5.5615653e-01   8.0630214e-05   1.7337076e-03   1.5207621e+06   4.8240282e+03   1.4391566e+06   8.1605516e+00
   3.1897145e+02   1.0000000e+04   1.0000000e-03   6.6449882e-01   6.8371554e-05   1.4703732e-03   1.7798372e+06   5.6362547e+03   1.6823364e+06   9.7500817e+00
   3.1897541e+02   1.0000000e+04   1.0000000e-03   7.7631764e-01   5.9098036e-05   1.2711045e-03   2.0472213e+06   6.4745190e+03   1.9333152e+06   1.1390618e+01
   3.1897839e+02   1.0000000e+04   1.0000000e-03   8.8712828e-01   5.2095690e-05   1.1206044e-03   2.3121919e+06   7.3052078e+03   2.1820283e+06   1.3016362e+01
   3.1898072e+02   1.0000000e+04   1.0000000e-03   9.9664399e-01   4.6634618e-05   1.0032103e-03   2.5740642e+06   8.1261765e+03   2.4278331e+06   1.4623108e+01
   2.8824933e+02   1.0000000e+04   1.1188900e-01   1.1515454e-06   1.1188816e-01   8.4299799e-01  -1.2285676e+04   2.6114565e+02  -1.2296331e+04   1.0655274e-03
   3.0218018e+02   1.0000000e+04   1.1188900e-01   1.1111067e-01   5.0128839e-02   6.0597248e-01   2.8239907e+05   1.2578181e+03   2.6638916e+05   1.6009914e+00
   3.0907879e+02   1.0000000e+04   1.1188900e-01   2.2222115e-01   2.6646478e-02   4.1023967e-01   5.6552773e+05   2.1827065e+03   5.3315684e+05   3.2370885e+00
   3.1216681e+02   1.0000000e+04   1.1188900e-01   3.3332818e-01   1.7549873e-02   3.0057163e-01   8.3960176e+05   3.0644848e+03   7.9087903e+05   4.8722729e+00
   3.1382068e+02   1.0000000e+04   1.1188900e-01   4.4444024e-01   1.2997748e-02   2.3550517e-01   1.1099198e+06   3.9278977e+03   1.0448638e+06   6.5056040e+00
   3.1483781e+02   1.0000000e+04   1.1188900e-01   5.5554690e-01   1.0300953e-02   1.9316229e-01   1.3784838e+06   4.7821777e+03   1.2971061e+06   8.1377656e+00
   3.1552369e+02   1.0000000e+04   1.1188900e-01   6.6665696e-01   8.5245342e-03   1.6357349e-01   1.6461311e+06   5.6312927e+03   1.5484376e+06   9.7693517e+00
   3.1601652e+02   1.0000000e+04   1.1188900e-01   7.7774972e-01   7.2683498e-03   1.4178547e-01   1.9131913e+06   6.4769894e+03   1.7991883e+06   1.1400300e+01
   3.1638757e+02   1.0000000e+04   1.1188900e-01   8.8887470e-01   6.3334624e-03   1.2508534e-01   2.1799813e+06   7.3206911e+03   2.0496666e+06   1.3031470e+01
   3.1667670e+02   1.0000000e+04   1.1188900e-01   9.9995306e-01   5.6113549e-03   1.1189399e-01   2.4464249e+06   8.1624271e+03   2.2998070e+06   1.4661783e+01
   2.6856257e+02   1.0000000e+04   2.2277800e-01   1.2970352e-06   2.2277703e-01   9.6855716e-01  -1.6961837e+05  -1.0526005e+02  -1.6962943e+05   1.1056772e-03
   2.8308520e+02   1.0000000e+04   2.2277800e-01   1.1111125e-01   1.3901127e-01   8.9291090e-01   1.1455450e+05   9.2544978e+02   9.9307705e+04   1.5246799e+00
   2.9581151e+02   1.0000000e+04   2.2277800e-01   2.2222199e-01   7.6036790e-02   7.3637291e-01   4.0437570e+05   1.9255314e+03   3.7280485e+05   3.1570854e+00
   3.0336317e+02   1.0000000e+04   2.2277800e-01   3.3333230e-01   4.5771004e-02   5.7679364e-01   6.8755155e+05   2.8694867e+03   6.3943546e+05   4.8116093e+00
   3.0747168e+02   1.0000000e+04   2.2277800e-01   4.4444328e-01   3.1711225e-02   4.6161260e-01   9.6371282e+05   3.7730380e+03   8.9912496e+05   6.4587861e+00
   3.0992262e+02   1.0000000e+04   2.2277800e-01   5.5555042e-01   2.4079901e-02   3.8173978e-01   1.2359364e+06   4.6545373e+03   1.1549386e+06   8.0997849e+00
   3.1152815e+02   1.0000000e+04   2.2277800e-01   6.6666244e-01   1.9365654e-02   3.2448611e-01   1.5060251e+06   5.5235529e+03   1.4086520e+06   9.7373042e+00
   3.1265587e+02   1.0000000e+04   2.2277800e-01   7.7777007e-01   1.6181589e-02   2.8180818e-01   1.7748429e+06   6.3847637e+03   1.6611164e+06   1.1372648e+01
   3.1348985e+02   1.0000000e+04   2.2277800e-01   8.8888175e-01   1.3891484e-02   2.4889070e-01   2.0428769e+06   7.2408135e+03   1.9128097e+06   1.3006720e+01
   3.1413093e+02   1.0000000e+04   2.2277800e-01   9.9998344e-01   1.2167108e-02   2.2278149e-01   2.3103575e+06   8.0931125e+03   2.1639599e+06   1.4639758e+01
   2.5103356e+02   1.0000000e+04   3.3366700e-01   1.4993032e-06   3.3366601e-01   9.9513630e-01  -3.0663888e+05  -4.9171848e+02  -3.0665036e+05   1.1479125e-03
   2.6365276e+02   1.0000000e+04   3.3366700e-01   1.1111157e-01   2.5282251e-01   9.8041992e-01  -4.0325335e+04   5.4424693e+02  -5.4593578e+04   1.4268242e+00
   2.7848129e+02   1.0000000e+04   3.3366700e-01   2.2222241e-01   1.6456857e-01   9.2551086e-01   2.4245922e+05   1.5878266e+03   2.1241725e+05   3.0041968e+00
   2.9121346e+02   1.0000000e+04   3.3366700e-01   3.3333331e-01   9.7229245e-02   8.0654256e-01   5.3091191e+05   2.5992957e+03   4.8410957e+05   4.6802344e+00
   2.9915058e+02   1.0000000e+04   3.3366700e-01   4.4444400e-01   6.1938649e-02   6.7332806e-01   8.1396034e+05   3.5570007e+03   7.5034684e+05   6.3613499e+00
   3.0381194e+02   1.0000000e+04   3.3366700e-01   5.5555478e-01   4.4154680e-02   5.6527758e-01   1.0909800e+06   4.4751688e+03   1.0107280e+06   8.0252008e+00
